229;Manualna;Nowy;Hatch-back;Rosja;0;-
230;Manualna;Nowy;Sedan;Wielka Brytania;1;-
231;Automatyczna;U퓓wany;Minivan;Rosja;1;-
232;Manualna;Uszkodzony;Kabriolet;USA;1;-
233;Manualna;Nowy;Kombi;Polska;1;-
234;Manualna;Nowy;Hatch-back;Rosja;1;-
235;Manualna;U퓓wany;Hatch-back;Niemcy;1;-
236;Automatyczna;Uszkodzony;Sedan;Wielka Brytania;0;-
237;Automatyczna;U퓓wany;Kombi;Wielka Brytania;1;-
238;Manualna;Uszkodzony;Lift-back;Niemcy;1;-
239;Manualna;Nowy;Minivan;Niemcy;1;-
240;Automatyczna;Nowy;Hatch-back;Niemcy;0;-
241;Automatyczna;Uszkodzony;Kombi;Polska;1;-
242;Manualna;Nowy;Lift-back;Niemcy;1;-
243;Automatyczna;Uszkodzony;Pick-up;Wielka Brytania;0;-
244;Manualna;U퓓wany;Lift-back;Polska;1;-
245;Automatyczna;Uszkodzony;Lift-back;Polska;0;-
246;Automatyczna;U퓓wany;Kabriolet;USA;0;-
247;Automatyczna;Nowy;Pick-up;USA;1;-
248;Manualna;Nowy;Pick-up;Wielka Brytania;1;-
249;Automatyczna;Nowy;Minivan;Wielka Brytania;0;-
250;Manualna;U퓓wany;Lift-back;Wielka Brytania;1;-
251;Manualna;U퓓wany;Kombi;Wielka Brytania;1;-
252;Manualna;Nowy;Kombi;Polska;0;-
253;Automatyczna;Uszkodzony;Pick-up;Wielka Brytania;0;-
254;Automatyczna;Uszkodzony;Kombi;Niemcy;1;-
255;Manualna;Uszkodzony;Lift-back;Polska;0;-
256;Automatyczna;Uszkodzony;Sedan;Polska;1;-
257;Automatyczna;Uszkodzony;Minivan;Rosja;0;-
258;Automatyczna;U퓓wany;Hatch-back;Wielka Brytania;0;-
259;Manualna;Uszkodzony;Hatch-back;Niemcy;0;-
260;Manualna;Nowy;Minivan;Polska;0;-
261;Automatyczna;Uszkodzony;Sedan;USA;0;-
262;Manualna;Nowy;Pick-up;USA;0;-
263;Manualna;U퓓wany;Pick-up;Wielka Brytania;0;-
264;Manualna;Uszkodzony;Sedan;Rosja;0;-
265;Manualna;Nowy;Minivan;USA;0;-
266;Automatyczna;U퓓wany;Sedan;USA;0;-
267;Manualna;Nowy;Lift-back;Niemcy;1;-
268;Automatyczna;Nowy;Sedan;Niemcy;1;-
269;Manualna;Uszkodzony;Pick-up;Niemcy;1;-
270;Automatyczna;Nowy;Lift-back;Niemcy;1;-
271;Automatyczna;Nowy;Lift-back;Wielka Brytania;0;-
272;Automatyczna;U퓓wany;Kombi;Rosja;1;-
273;Automatyczna;Nowy;Sedan;Wielka Brytania;1;-
274;Manualna;U퓓wany;Minivan;Polska;0;-
275;Manualna;U퓓wany;Pick-up;Rosja;1;-
276;Automatyczna;Nowy;Sedan;Niemcy;1;-
277;Automatyczna;Nowy;Hatch-back;Wielka Brytania;1;-
278;Manualna;U퓓wany;Lift-back;Wielka Brytania;0;-
279;Manualna;Uszkodzony;Kombi;Rosja;1;-
280;Automatyczna;U퓓wany;Minivan;Niemcy;1;-
281;Automatyczna;Nowy;Hatch-back;Niemcy;0;-
282;Automatyczna;Uszkodzony;Pick-up;Rosja;0;-
283;Manualna;U퓓wany;Pick-up;USA;0;-
284;Automatyczna;U퓓wany;Lift-back;Wielka Brytania;0;-
285;Automatyczna;Uszkodzony;Kombi;Wielka Brytania;1;-
286;Manualna;U퓓wany;Kabriolet;Polska;1;-
287;Manualna;Uszkodzony;Lift-back;Wielka Brytania;1;-
288;Manualna;Nowy;Kabriolet;USA;1;-
289;Automatyczna;Nowy;Kabriolet;Polska;0;-
290;Automatyczna;Uszkodzony;Pick-up;Polska;0;-
291;Automatyczna;Nowy;Kabriolet;Polska;0;-
292;Automatyczna;Nowy;Pick-up;Wielka Brytania;1;-
293;Manualna;U퓓wany;Sedan;Rosja;0;-
294;Manualna;Uszkodzony;Kombi;Niemcy;1;-
295;Automatyczna;Uszkodzony;Hatch-back;Niemcy;0;-
296;Automatyczna;U퓓wany;Sedan;Wielka Brytania;1;-
297;Manualna;Nowy;Sedan;Wielka Brytania;1;-
298;Automatyczna;U퓓wany;Minivan;USA;1;-
299;Automatyczna;Uszkodzony;Lift-back;Niemcy;1;-
300;Automatyczna;Nowy;Kabriolet;Niemcy;0;-
301;Automatyczna;U퓓wany;Kombi;USA;1;-
302;Automatyczna;Nowy;Lift-back;Polska;1;-
303;Manualna;Nowy;Sedan;Rosja;1;-
304;Manualna;U퓓wany;Lift-back;Wielka Brytania;1;-
305;Manualna;Nowy;Kabriolet;Wielka Brytania;1;-
306;Manualna;Nowy;Kombi;Polska;1;-
307;Manualna;Uszkodzony;Hatch-back;Wielka Brytania;1;-
308;Automatyczna;Uszkodzony;Kabriolet;Polska;0;-
309;Automatyczna;Nowy;Pick-up;Wielka Brytania;0;-
310;Automatyczna;Nowy;Kabriolet;Wielka Brytania;0;-
311;Manualna;Nowy;Kabriolet;USA;0;-
312;Manualna;U퓓wany;Lift-back;Wielka Brytania;1;-
313;Automatyczna;U퓓wany;Hatch-back;Polska;0;-
314;Manualna;Nowy;Minivan;Niemcy;1;-
315;Manualna;Uszkodzony;Kabriolet;Polska;1;-
316;Automatyczna;U퓓wany;Kabriolet;Wielka Brytania;0;-
317;Manualna;Nowy;Pick-up;Rosja;1;-
318;Manualna;Nowy;Sedan;Niemcy;0;-
319;Manualna;Uszkodzony;Sedan;Polska;1;-
320;Manualna;Nowy;Sedan;Niemcy;1;-
321;Automatyczna;U퓓wany;Kombi;Niemcy;0;-
322;Automatyczna;Nowy;Kombi;USA;0;-
323;Automatyczna;Nowy;Kombi;Rosja;1;-
324;Manualna;Uszkodzony;Lift-back;Polska;1;-
325;Automatyczna;Nowy;Pick-up;Rosja;0;-
326;Manualna;Uszkodzony;Kabriolet;Rosja;0;-
327;Automatyczna;Nowy;Kabriolet;Wielka Brytania;0;-
328;Manualna;Uszkodzony;Lift-back;Polska;1;-
329;Manualna;Uszkodzony;Kabriolet;Rosja;1;-
330;Automatyczna;U퓓wany;Pick-up;Niemcy;0;-
331;Automatyczna;Uszkodzony;Kabriolet;Rosja;0;-
332;Manualna;Nowy;Lift-back;Rosja;1;-
333;Automatyczna;U퓓wany;Kombi;Niemcy;1;-
334;Automatyczna;Uszkodzony;Sedan;Niemcy;0;-
335;Manualna;U퓓wany;Kabriolet;Wielka Brytania;1;-
336;Automatyczna;U퓓wany;Pick-up;USA;0;-
337;Manualna;Nowy;Sedan;Wielka Brytania;1;-
338;Automatyczna;U퓓wany;Hatch-back;Niemcy;1;-
339;Manualna;U퓓wany;Kabriolet;Rosja;1;-
340;Automatyczna;Nowy;Kombi;Polska;0;-
341;Manualna;U퓓wany;Hatch-back;USA;0;-
342;Manualna;Uszkodzony;Sedan;Rosja;1;-
343;Manualna;U퓓wany;Kabriolet;Polska;0;-
344;Automatyczna;Uszkodzony;Lift-back;Polska;1;-
345;Manualna;Uszkodzony;Kabriolet;Wielka Brytania;0;-
346;Automatyczna;Nowy;Kombi;Niemcy;0;-
347;Automatyczna;Uszkodzony;Pick-up;Polska;1;-
348;Automatyczna;Nowy;Kombi;Rosja;1;-
349;Manualna;Nowy;Kabriolet;Wielka Brytania;0;-
350;Manualna;Nowy;Minivan;Niemcy;1;-
351;Automatyczna;U퓓wany;Kombi;Polska;1;-
352;Manualna;Nowy;Kombi;USA;1;-
353;Automatyczna;Uszkodzony;Kombi;Polska;0;-
354;Manualna;U퓓wany;Kombi;Wielka Brytania;1;-
355;Manualna;U퓓wany;Kombi;Rosja;0;-
356;Manualna;Uszkodzony;Hatch-back;Polska;0;-
357;Manualna;U퓓wany;Sedan;USA;0;-
358;Automatyczna;Nowy;Pick-up;USA;1;-
359;Automatyczna;Nowy;Pick-up;Niemcy;1;-
360;Automatyczna;Nowy;Kabriolet;Rosja;0;-
361;Manualna;U퓓wany;Minivan;Polska;0;-
362;Manualna;Uszkodzony;Pick-up;USA;0;-
363;Automatyczna;Uszkodzony;Lift-back;Niemcy;1;-
364;Manualna;U퓓wany;Minivan;Wielka Brytania;1;-
365;Manualna;Nowy;Pick-up;Polska;1;-
366;Manualna;U퓓wany;Sedan;USA;1;-
367;Manualna;Uszkodzony;Kabriolet;Rosja;0;-
368;Automatyczna;Nowy;Hatch-back;Rosja;0;-
369;Automatyczna;Nowy;Kabriolet;Polska;1;-
370;Manualna;Nowy;Kombi;Rosja;1;-
371;Manualna;Uszkodzony;Lift-back;USA;1;-
372;Automatyczna;Nowy;Sedan;USA;1;-
373;Automatyczna;U퓓wany;Lift-back;Wielka Brytania;1;-
374;Manualna;Uszkodzony;Lift-back;USA;0;-
375;Manualna;Nowy;Lift-back;USA;0;-
376;Manualna;Nowy;Minivan;Polska;1;-
377;Automatyczna;Uszkodzony;Sedan;Polska;1;-
378;Automatyczna;Uszkodzony;Lift-back;Niemcy;0;-
379;Automatyczna;U퓓wany;Kombi;Niemcy;1;-
380;Automatyczna;U퓓wany;Pick-up;Polska;1;-
381;Automatyczna;Uszkodzony;Kombi;Wielka Brytania;0;-
382;Automatyczna;Nowy;Lift-back;Polska;1;-
383;Manualna;Uszkodzony;Hatch-back;Polska;0;-
384;Manualna;Uszkodzony;Sedan;Wielka Brytania;1;-
385;Automatyczna;Uszkodzony;Kabriolet;USA;0;-
386;Automatyczna;U퓓wany;Lift-back;Rosja;0;-
387;Manualna;U퓓wany;Kombi;Rosja;0;-
388;Manualna;Nowy;Minivan;Polska;1;-
389;Manualna;Nowy;Pick-up;Niemcy;0;-
390;Manualna;Nowy;Kombi;Niemcy;1;-
391;Automatyczna;Uszkodzony;Hatch-back;USA;0;-
392;Manualna;Nowy;Sedan;Niemcy;0;-
393;Automatyczna;Nowy;Kabriolet;Niemcy;0;-
394;Automatyczna;U퓓wany;Hatch-back;Polska;0;-
395;Manualna;Nowy;Sedan;USA;0;-
396;Manualna;Uszkodzony;Lift-back;USA;0;-
397;Manualna;Uszkodzony;Pick-up;Wielka Brytania;0;-
398;Automatyczna;Nowy;Minivan;Wielka Brytania;0;-
399;Manualna;U퓓wany;Minivan;Polska;1;-
400;Manualna;Nowy;Minivan;Polska;1;-
